Chapter,Disease,ID,,,,ICD9_CODE,TA,SHORT_TITLE,Count of HADM_ID,Adverse Effect,Disease,,
,,,,,,80484,800-999,Opn skl/oth fx-prol coma,0,-,Multiple fractures involving skull or face with other bones ,800-999Multiple fractures involving skull or face with other bones ,#N/A
,,,,,,80486,800-999,Opn skul/oth fx-coma NOS,0,-,Multiple fractures involving skull or face with other bones ,800-999Multiple fractures involving skull or face with other bones ,#N/A
,,,,,,80489,800-999,Opn skull/oth fx-concuss,0,-,Multiple fractures involving skull or face with other bones ,800-999Multiple fractures involving skull or face with other bones ,#N/A
,,,,,,80490,800-999,Op skl/oth fx/br inj NEC,0,-,Multiple fractures involving skull or face with other bones ,800-999Multiple fractures involving skull or face with other bones ,#N/A
,,,,,,80491,800-999,Opn skul/oth fx w/o coma,0,-,Multiple fractures involving skull or face with other bones ,800-999Multiple fractures involving skull or face with other bones ,#N/A
,,,,,,80492,800-999,Opn skul/oth fx-brf coma,0,-,Multiple fractures involving skull or face with other bones ,800-999Multiple fractures involving skull or face with other bones ,#N/A
,,,,,,80493,800-999,Opn skul/oth fx-mod coma,0,-,Multiple fractures involving skull or face with other bones ,800-999Multiple fractures involving skull or face with other bones ,#N/A
,,,,,,80494,800-999,Opn skl/oth fx-prol coma,0,-,Multiple fractures involving skull or face with other bones ,800-999Multiple fractures involving skull or face with other bones ,#N/A
,,,,,,80495,800-999,Opn skl/oth fx-deep coma,0,-,Multiple fractures involving skull or face with other bones ,800-999Multiple fractures involving skull or face with other bones ,#N/A
,,,,,,80496,800-999,Opn skul/oth fx-coma NOS,0,-,Multiple fractures involving skull or face with other bones ,800-999Multiple fractures involving skull or face with other bones ,#N/A
,,,,,,80499,800-999,Opn skull/oth fx-concuss,0,-,Multiple fractures involving skull or face with other bones ,800-999Multiple fractures involving skull or face with other bones ,#N/A
,,,,,,8054,800-999,Fx lumbar vertebra-close,310,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,8052,800-999,Fx dorsal vertebra-close,305,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,8056,800-999,Fx sacrum/coccyx-closed,161,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80502,800-999,Fx c2 vertebra-closed,152,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80507,800-999,Fx c7 vertebra-closed,102,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80501,800-999,Fx c1 vertebra-closed,71,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80506,800-999,Fx c6 vertebra-closed,67,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80505,800-999,Fx c5 vertebra-closed,52,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80504,800-999,Fx c4 vertebra-closed,38,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80508,800-999,Fx mult cervical vert-cl,38,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80503,800-999,Fx c3 vertebra-closed,19,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80500,800-999,Fx cervical vert NOS-cl,5,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,8058,800-999,Vertebral fx NOS-closed,5,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,8055,800-999,Fx lumbar vertebra-open,2,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,8053,800-999,Fx dorsal vertebra-open,1,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80510,800-999,Fx cervical vert NOS-opn,0,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80511,800-999,Fx c1 vertebra-open,0,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80512,800-999,Fx c2 vertebra-open,0,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80513,800-999,Fx c3 vertebra-open,0,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80514,800-999,Fx c4 vertebra-open,0,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80515,800-999,Fx c5 vertebra-open,0,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80516,800-999,Fx c6 vertebra-open,0,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80517,800-999,Fx c7 vertebra-open,0,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80518,800-999,Fx mlt cervical vert-opn,0,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,8057,800-999,Fx sacrum/coccyx-open,0,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,8059,800-999,Vertebral fx NOS-open,0,-,Fracture of vertebral column without mention of spinal cord injury ,800-999Fracture of vertebral column without mention of spinal cord injury ,#N/A
,,,,,,80600,800-999,C1-c4 fx-cl/cord inj NOS,49,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80605,800-999,C5-c7 fx-cl/cord inj NOS,37,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80620,800-999,T1-t6 fx-cl/cord inj NOS,28,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,8064,800-999,Cl lumbar fx w cord inj,28,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80609,800-999,C5-c7 fx-cl/cord inj NEC,23,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80625,800-999,T7-t12 fx-cl/crd inj NOS,23,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80604,800-999,C1-c4 fx-cl/cord inj NEC,21,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80629,800-999,T7-t12 fx-cl/crd inj NEC,16,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80601,800-999,C1-c4 fx-cl/com cord les,12,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80606,800-999,C5-c7 fx-cl/com cord les,10,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80626,800-999,T7-t12 fx-cl/com crd les,10,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80621,800-999,T1-t6 fx-cl/com cord les,9,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80608,800-999,C5-c7 fx-cl/cen cord syn,8,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80603,800-999,C1-c4 fx-cl/cen cord syn,5,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80607,800-999,C5-c7 fx-cl/ant cord syn,4,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80624,800-999,T1-t6 fx-cl/cord inj NEC,4,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80660,800-999,Fx sacrum-cl/crd inj NOS,3,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80602,800-999,C1-c4 fx-cl/ant cord syn,2,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80616,800-999,C5-c7 fx-op/com cord les,2,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80639,800-999,T7-t12 fx-op/crd inj NEC,2,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,8068,800-999,Vert fx NOS-cl w crd inj,2,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80610,800-999,C1-c4 fx-op/cord inj NOS,1,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80622,800-999,T1-t6 fx-cl/ant cord syn,1,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80623,800-999,T1-t6 fx-cl/cen cord syn,1,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80631,800-999,T1-t6 fx-op/com cord les,1,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,8065,800-999,Opn lumbar fx w cord inj,1,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80662,800-999,Fx sacr-cl/cauda inj NEC,1,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80611,800-999,C1-c4 fx-op/com cord les,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80612,800-999,C1-c4 fx-op/ant cord syn,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80613,800-999,C1-c4 fx-op/cen cord syn,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80614,800-999,C1-c4 fx-op/cord inj NEC,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80615,800-999,C5-c7 fx-op/cord inj NOS,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80617,800-999,C5-c7 fx-op/ant cord syn,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80618,800-999,C5-c7 fx-op/cen cord syn,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80619,800-999,C5-c7 fx-op/cord inj NEC,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80627,800-999,T7-t12 fx-cl/ant crd syn,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80628,800-999,T7-t12 fx-cl/cen crd syn,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80630,800-999,T1-t6 fx-op/cord inj NOS,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80632,800-999,T1-t6 fx-op/ant cord syn,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80633,800-999,T1-t6 fx-op/cen cord syn,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80634,800-999,T1-t6 fx-op/cord inj NEC,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80635,800-999,T7-t12 fx-op/crd inj NOS,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80636,800-999,T7-t12 fx-op/com crd les,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80637,800-999,T7-t12 fx-op/ant crd syn,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80638,800-999,T7-t12 fx-op/cen crd syn,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80661,800-999,Fx sacr-cl/cauda equ les,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80669,800-999,Fx sacrum-cl/crd inj NEC,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80670,800-999,Fx sacrum-op/crd inj NOS,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80671,800-999,Fx sacr-op/cauda equ les,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80672,800-999,Fx sacr-op/cauda inj NEC,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80679,800-999,Fx sacrum-op/crd inj NEC,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,8069,800-999,Vert fx NOS-op w crd inj,0,-,Fracture of vertebral column with spinal cord injury ,800-999Fracture of vertebral column with spinal cord injury ,#N/A
,,,,,,80701,800-999,Fracture one rib-closed,189,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80709,800-999,Fx mult ribs NOS-closed,159,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80703,800-999,Fracture three ribs-clos,130,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80702,800-999,Fracture two ribs-closed,124,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,8072,800-999,Fracture of sternum-clos,102,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80704,800-999,Fracture four ribs-close,100,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80708,800-999,Fx eight/more rib-closed,98,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,52473,520-579,Alveolar maxil hypoplsia,0,-,Others,520-579Others,#N/A
,,,,,,80705,800-999,Fracture five ribs-close,73,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80706,800-999,Fracture six ribs-closed,64,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80707,800-999,Fracture seven ribs-clos,44,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80700,800-999,Fracture rib NOS-closed,18,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,8075,800-999,Fx larynx/trachea-closed,9,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,8073,800-999,Fracture of sternum-open,2,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,8076,800-999,Fx larynx/trachea-open,2,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80710,800-999,Fracture rib NOS-open,1,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80711,800-999,Fracture one rib-open,1,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80718,800-999,Fx eight/more ribs-open,1,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80712,800-999,Fracture two ribs-open,0,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80713,800-999,Fracture three ribs-open,0,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80714,800-999,Fracture four ribs-open,0,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80715,800-999,Fracture five ribs-open,0,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80716,800-999,Fracture six ribs-open,0,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80717,800-999,Fracture seven ribs-open,0,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,80719,800-999,Fx mult ribs NOS-open,0,-,Fracture of rib(s) sternum larynx and trachea ,800-999Fracture of rib(s) sternum larynx and trachea ,#N/A
,,,,,,8082,800-999,Fracture of pubis-closed,258,-,Fracture of pelvis ,800-999Fracture of pelvis ,#N/A
,,,,,,8080,800-999,Fracture acetabulum-clos,191,-,Fracture of pelvis ,800-999Fracture of pelvis ,#N/A
,,,,,,80841,800-999,Fracture of ilium-closed,59,-,Fracture of pelvis ,800-999Fracture of pelvis ,#N/A
,,,,,,80843,800-999,Pelv fx-clos/pelv disrup,31,-,Fracture of pelvis ,800-999Fracture of pelvis ,#N/A
,,,,,,8088,800-999,Pelvic fracture NOS-clos,19,-,Fracture of pelvis ,800-999Fracture of pelvis ,#N/A
,,,,,,8083,800-999,Fracture of pubis-open,13,-,Fracture of pelvis ,800-999Fracture of pelvis ,#N/A
,,,,,,80842,800-999,Fracture ischium-closed,11,-,Fracture of pelvis ,800-999Fracture of pelvis ,#N/A
,,,,,,80853,800-999,Pelv fx-open/pelv disrup,10,-,Fracture of pelvis ,800-999Fracture of pelvis ,#N/A
,,,,,,80849,800-999,Pelvic fracture NEC-clos,8,-,Fracture of pelvis ,800-999Fracture of pelvis ,#N/A
,,,,,,8089,800-999,Pelvic fracture NOS-open,7,-,Fracture of pelvis ,800-999Fracture of pelvis ,#N/A
,,,,,,8081,800-999,Fracture acetabulum-open,4,-,Fracture of pelvis ,800-999Fracture of pelvis ,#N/A
,,,,,,80851,800-999,Fracture of ilium-open,4,-,Fracture of pelvis ,800-999Fracture of pelvis ,#N/A
,,,,,,80859,800-999,Pelvic fracture NEC-open,1,-,Fracture of pelvis ,800-999Fracture of pelvis ,#N/A
,,,,,,80844,800-999,Pelv fx-cl w/o plv disrp,0,-,Fracture of pelvis ,800-999Fracture of pelvis ,#N/A
,,,,,,80852,800-999,Fracture of ischium-open,0,-,Fracture of pelvis ,800-999Fracture of pelvis ,#N/A
,,,,,,80854,800-999,Pelv fx-opn w/o pelv dis,0,-,Fracture of pelvis ,800-999Fracture of pelvis ,#N/A
,,,,,,8090,800-999,Fracture trunk bone-clos,0,-,Ill-defined fractures of bones of trunk ,800-999Ill-defined fractures of bones of trunk ,#N/A
,,,,,,8091,800-999,Fracture trunk bone-open,0,-,Ill-defined fractures of bones of trunk ,800-999Ill-defined fractures of bones of trunk ,#N/A
,,,,,,81000,800-999,Fx clavicle NOS-closed,159,-,Fracture of clavicle ,800-999Fracture of clavicle ,#N/A
,,,,,,81002,800-999,Fx clavicle shaft-closed,47,-,Fracture of clavicle ,800-999Fracture of clavicle ,#N/A
,,,,,,81003,800-999,"Fx clavicl, acrom end-cl",28,-,Fracture of clavicle ,800-999Fracture of clavicle ,#N/A
,,,,,,81001,800-999,"Fx clavicl, stern end-cl",16,-,Fracture of clavicle ,800-999Fracture of clavicle ,#N/A
,,,,,,81010,800-999,Fx clavicle NOS-open,3,-,Fracture of clavicle ,800-999Fracture of clavicle ,#N/A
,,,,,,81012,800-999,Fx clavicle shaft-open,1,-,Fracture of clavicle ,800-999Fracture of clavicle ,#N/A
,,,,,,81013,800-999,"Fx clavic, acrom end-opn",1,-,Fracture of clavicle ,800-999Fracture of clavicle ,#N/A
,,,,,,81011,800-999,"Fx clavic, stern end-opn",0,-,Fracture of clavicle ,800-999Fracture of clavicle ,#N/A
,,,,,,81100,800-999,Fx scapula NOS-closed,94,-,Fracture of scapula ,800-999Fracture of scapula ,#N/A
,,,,,,81109,800-999,Fx scapula NEC-closed,29,-,Fracture of scapula ,800-999Fracture of scapula ,#N/A
,,,,,,81103,800-999,"Fx scap, glen cav/nck-cl",19,-,Fracture of scapula ,800-999Fracture of scapula ,#N/A
,,,,,,81101,800-999,"Fx scapul, acrom proc-cl",10,-,Fracture of scapula ,800-999Fracture of scapula ,#N/A
,,,,,,81102,800-999,"Fx scapul, corac proc-cl",8,-,Fracture of scapula ,800-999Fracture of scapula ,#N/A
,,,,,,81110,800-999,Fx scapula NOS-open,2,-,Fracture of scapula ,800-999Fracture of scapula ,#N/A
,,,,,,81111,800-999,"Fx scapul, acrom proc-op",0,-,Fracture of scapula ,800-999Fracture of scapula ,#N/A
,,,,,,81112,800-999,"Fx scapul, corac proc-op",0,-,Fracture of scapula ,800-999Fracture of scapula ,#N/A
,,,,,,81113,800-999,"Fx scap, glen cav/nck-op",0,-,Fracture of scapula ,800-999Fracture of scapula ,#N/A
,,,,,,81119,800-999,Fx scapula NEC-open,0,-,Fracture of scapula ,800-999Fracture of scapula ,#N/A
,,,,,,81201,800-999,Fx surg nck humerus-clos,39,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81209,800-999,Fx upper humerus NEC-cl,35,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81221,800-999,Fx humerus shaft-closed,34,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81200,800-999,Fx up end humerus NOS-cl,24,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81220,800-999,Fx humerus NOS-closed,21,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81203,800-999,Fx gr tuberos humerus-cl,14,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81231,800-999,Fx humerus shaft-open,11,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81240,800-999,Fx lower humerus NOS-cl,9,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81250,800-999,Fx lower humer NOS-open,7,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81241,800-999,Suprcondyl fx humerus-cl,4,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81242,800-999,"Fx humer, lat condyl-cl",4,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81244,800-999,"Fx humer, condyl NOS-cl",3,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81259,800-999,Fx lower humer NEC-open,3,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81210,800-999,Fx upper humerus NOS-opn,2,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81219,800-999,Fx upper humerus NEC-opn,2,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81230,800-999,Fx humerus NOS-open,2,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81243,800-999,"Fx humer, med condyl-cl",2,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81249,800-999,Fx lower humerus NEC-cl,2,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81251,800-999,Supracondyl fx humer-opn,2,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81254,800-999,"Fx humer, condyl NOS-opn",2,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81202,800-999,Fx anatom nck humerus-cl,1,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81212,800-999,Fx anat neck humerus-opn,1,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81252,800-999,"Fx humer, lat condyl-opn",1,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81211,800-999,Fx surg neck humerus-opn,0,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81213,800-999,Fx gr tuberos humer-open,0,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81253,800-999,"Fx humer, med condyl-opn",0,-,Fracture of humerus ,800-999Fracture of humerus ,#N/A
,,,,,,81342,800-999,Fx distal radius NEC-cl,74,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81344,800-999,Fx low radius w ulna-cl,46,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81341,800-999,Colles' fracture-closed,41,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81301,800-999,Fx olecran proc ulna-cl,21,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81305,800-999,Fx radius head-closed,20,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81343,800-999,Fx distal ulna-closed,17,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81322,800-999,Fx ulna shaft-closed,13,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81311,800-999,Fx olecran proc ulna-opn,12,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81321,800-999,Fx radius shaft-closed,12,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81354,800-999,Fx low radius w ulna-opn,12,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81323,800-999,Fx shaft rad w ulna-clos,9,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
,,,,,,81333,800-999,Fx shaft rad w ulna-open,8,-,Fracture of radius and ulna ,800-999Fracture of radius and ulna ,#N/A
